VCP0.32,VCP0.71,VCP1.18,HCP0.32,HCP0.71,HCP1.18,name,plot,x,y,elevation
30.27013263431673,29.15766710873689,24.949004221343365,24.1519924729565,23.67044514755237,22.36286432880759,var30,31,30,0,0
31.88652457426007,32.711458347343076,28.57911780864788,27.527306275132823,29.208936883535518,28.23347949498041,var31,32,31,0,0
30.162794107054854,32.23297972280614,28.14740016664792,27.48518067385761,29.15001675868464,27.38367109574121,var32,33,32,0,0
31.27406356576591,30.049377272646648,25.549197040709164,26.368852240064502,25.415387306597804,23.082600013877506,var33,34,33,0,0
28.3127830195416,29.10111963492798,26.07304954533105,25.19986680467739,25.12985131693582,25.056814764491033,var34,35,34,0,0
28.65374069437341,29.414305643715785,25.780850409587174,23.783393461798397,23.747494541588143,23.706949041889988,var35,36,35,0,0
25.21259379097842,25.773518291557426,23.482743693331322,21.15054338209768,21.204864538407666,22.52473259532933,var36,37,36,0,0
28.956814183112783,28.14416238585409,24.201395621782464,24.19411807423171,21.86205054635984,21.527508453364963,var37,38,37,0,0
32.726290699308755,31.71970265284833,26.85751208994073,26.52155754468714,25.818763545961552,25.444142402239514,var38,39,38,0,0
29.398796354191035,30.31471541898076,26.73905298085538,27.774794182624692,27.26457276345633,26.88361377237937,var39,40,39,0,0
31.798128140044426,32.72015795869829,28.17109198846499,30.191750555789948,30.12446497737236,27.993567599957107,var40,41,40,0,0
36.19900775778074,34.17734286069717,28.305345645428385,30.518223965672842,28.633332586915344,25.791002973357557,var41,42,41,0,0
31.337203875919947,29.744890875214054,25.26489517890431,26.737451251222602,23.01325913960019,21.955303157743888,var42,43,42,0,0
30.112281858931645,29.55784923107687,25.214879110623823,25.10508420180816,24.56331165490808,22.478484519180245,var43,44,43,0,0
31.34983193795075,30.536555508538804,26.1204331889652,25.805422323008546,24.82618605808895,23.024789918691173,var44,45,44,0,0
28.6663687564042,29.583948065142533,25.859823148977426,24.615374086983827,25.69185866166733,24.735968736206843,var45,46,45,0,0
33.73653566177333,32.53746612023874,27.50245612829433,28.159190294261,27.414139234231648,24.90650851700655,var46,47,46,0,0
29.695555811915003,30.90193918545792,26.760112378026108,24.96291029750432,26.38530320798928,25.75631691624575,var47,48,47,0,0
33.401892017956946,31.15422791475921,26.92595513074561,19.15484302168453,27.75859534874451,26.820022667674397,var48,49,48,0,0
32.18959806299943,32.406971949910485,27.718314949294296,28.83846561482377,28.35686123184581,26.065600925492664,var49,50,49,0,0
