layer0,layer1,layer2,layer3,layer4,layer5,layer6,depth0,depth1,depth2,depth3,depth4,depth5,name,plot
0.189744231,0.235658594,0.230612375,0.22693673400000006,0.257525543,0.24818069299999995,0.25621726399999994,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var30,31
0.19273458300000001,0.237465265,0.21410314,0.18600629100000002,0.153112419,0.287802857,0.31104038399999995,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var31,32
0.17036924199999998,0.22469397,0.20077115399999998,0.158843927,0.17927799899999994,0.300262657,0.31396843699999993,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var32,33
0.17634994599999998,0.23391422200000006,0.230487777,0.234288016,0.244380454,0.245314939,0.26954925,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var33,34
0.18257984600000002,0.24338366999999994,0.240954009,0.183950424,0.161273588,0.209991406,0.331287559,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var34,35
0.15205333599999998,0.24400666,0.205132084,0.28238284399999997,0.259269915,0.325369154,0.3222542039999999,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var35,36
0.15822093699999995,0.15977841199999998,0.10078125899999996,0.16501152800000002,0.254410593,0.249302075,0.30163323499999994,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var36,37
0.17236280999999998,0.19584953300000002,0.134796513,0.122399012,0.20313851600000002,0.277710419,0.245439537,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var37,38
0.190616417,0.239708029,0.203823805,0.13604249300000001,0.17952719499999995,0.30966980599999994,0.286868372,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var38,39
0.20762404399999998,0.236219285,0.21422773800000006,0.24506574299999995,0.27951709,0.313283148,0.291291601,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var39,40
0.17080533499999995,0.18918354,0.140901815,0.17591385299999998,0.322939493,0.317706377,0.30686635100000004,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var40,41
0.181146969,0.231796056,0.17043154100000002,0.199089081,0.186317786,0.283130432,0.29615092299999995,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var41,42
0.17423178,0.227622023,0.188373653,0.16482463099999994,0.184573414,0.25895842,0.30817463,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var42,43
0.10788334499999998,0.09156100699999999,0.09237089400000002,0.178218916,0.274844665,0.24942667299999996,0.30431209200000003,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var43,44
0.15055816,0.17977639099999998,0.146757921,0.08645248899999998,0.254410593,0.329418589,0.311351879,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var44,45
0.21161118,0.254410593,0.25085955000000004,0.255968068,0.225877651,0.247246208,0.28574699,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var45,46
0.172238212,0.236593079,0.228743405,0.18120926799999995,0.234101119,0.24276068,0.261948772,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var46,47
0.153797708,0.213729346,0.20930611699999999,0.203263114,0.14420366199999998,0.24388206200000004,0.314342231,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var47,48
0.17927799899999994,0.207499446,0.2103652,0.14364297099999998,0.186629281,0.282320545,0.306617155,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var48,49
0.187750663,0.254722088,0.266870393,0.220021545,0.244941145,0.228120415,0.233042036,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var49,50
